;;;;;;;;;;;;;;;;;;;;;
Base articles - Vente produits;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Classification article;;;Article;;;;;;Visible dans les outils;;Tarification;;;;;;Unité de mesure article;;;;
Catalogue;Famille;Sous-famille;Code;"Libellé court
(JDE, BL)";"Libellé commercial
(Devis, rapport, facture, OCW, UNITEC)";Statut article;Statut Stock;Article soumis à restriction client;OCW;UNITEC;Famille;Sous-famille;Code sous-Famille;"Tarif de référence
(pour unité de mesure principale)";Code de regroupement;Libellé code regroupement;Unité de mesure principale;Unité de mesure d'appro;Unité de mesure par défaut en nomenclature de pièces détachées;Conversion unité de mesure appro;Conversion unité de mesure nomenclature
CATEGORIE_ARTICLE;FAMILLE_ARTICLE;SOUS_FAMILLE_ARTICLE;CODE;LIBELLE;LIBELLE_COMMERCIAL;STATUT_ARTICLE;STATUT_STOCK;Art_sous_restriction;OCW;UNITEC;LIB_FAMILLE_TARIFAIRE;LIB_SOUS_FAMILLE_TARIFAIRE;SOUS_FAMILLE_TARIFAIRE;TARIF_REF_UM_PRIN;CODE_REGROUPEMENT;LIBELLE_REGROUPEMENT;UM_PRINCIPAL;UM_APPRO;UM_DEFAUT_BOM;CONV_UM_APPRO;CONV_UM_BOM
Catalogue produits;Signalisation;Etiquette;P0V724;PICTO VERTICAL FLECH GAUCHE;Pictogramme vertical flèche gauche Cristalway;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     49,86;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P0V725;PICTO VERTICAL FLECH DROITE;Pictogramme vertical flèche droite Cristalway;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     49,86;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P0V743;PICTO FLECHE BAS CRYSTALWAY;Pictogramme flèche bas pour BAES ou LSC Cristalway;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     62,86;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P0V744;PICTO FLECHE GAUCHE CRYSTALWAY;Pictogramme flèche gauche pour BAES ou LSC Cristalway;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     62,86;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P0V745;PICTO FLECHE DROITE CRYSTALWAY;Pictogramme flèche droite pour BAES ou LSC Cristalway;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     62,86;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P0V746;PICTO FLECHE HAUT CRYSTALWAY;Pictogramme flèche haut pour BAES ou LSC Cristalway;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     62,86;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P0V749;PICTO KAUFEL PRIMO3;Pictogramme évacuation pour bloc KAUFEL PRIMO 3;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     36,12;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P0V752;PICTO AEES VITA;Pictogramme évacuation pour AEES VITA;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     46,81;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P0V925;KIT PICTOGRAMME FLECHE DROITE;Kit pictogramme sécable et adhésif avec flèche droite;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     24,74;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P0V926;KIT PICTOGRAMME FLECHE 45°;Kit pictogramme sécable et adhésif avec flèche à 45°;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     24,74;; ;Unité;Sachet;Unité;1 Unité =  Sachet(s); 
Catalogue produits;Signalisation;Etiquette;P0V928;PICTOGRAMME SECABLE URAONE;Pictogramme d'évacuation sécable pour BAES et LSC Uraone;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     20,73;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P12033;PICTOGRAMMES PMR BLOCTECH ONE;Pictogramme PMR por BLOCTECH ONE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     19,40;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P12034;PICTOGRAMMES BLOCTECH ONE;Pictogramme pour BLOCTECH ONE;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     19,40;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P13180;ETI IDENTIFICATION VANNE RIA;Etiquette écrivable 95x50 -Identification Vanne RIA;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;      1,79;; ;Unité;Sachet;Unité;1 Unité = .02 Sachet(s); 
Catalogue produits;Signalisation;Etiquette;P13737;ETIQ. PIA ECOPOL 3% REG POS 6; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;      1,61;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14629;PICTO ULTRA2 → BAS DROITE;Picto BAES ULTRALED2 avec fleche en biais vers bas droite;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     58,54;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14630;PICTO ULTRA2 ← BAS GAUCHE;Picto BAES ULTRALED2 avec fleche en biais vers bas gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     58,54;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14631;PICTO ULTRA2 ← HAUT GAUCHE;Picto BAES ULTRALED2 avec fleche en biais vers haut gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     58,54;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14632;PICTO ULTRA2 ↓PMR BAS;Picto BAES ULTRALED2 avec fleche PMR vers bas;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     59,25;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14633;PICTO ULTRA2 ← PMR GAUCHE;Picto BAES ULTRALED2 avec fleche PMR vers gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     59,25;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14634;PICTO ULTRA2 → PMR DROITE;Picto BAES ULTRALED2 avec fleche PMR vers droite;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     59,25;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14635;PICTO ULTRA2 ES → HAUT DROITE;Picto BAES ULTRALED2 ES fleche en biais vers haut droite;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     58,54;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14636;PICTO ULTRA2 ES→ BAS DROITE;Picto BAES ULTRALED2 ES fleche en biais vers bas droite;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     58,54;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14637;PICTO ULTRA2 ES← BAS GAUCHE;Picto BAES ULTRALED2 ES fleche en biais vers bas gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     58,54;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14638;PICTO ULTRA2 ES← HAUT GAUCHE;Picto BAES ULTRALED2 ES fleche en biais vers haut gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     58,54;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14639;PICTO ULTRA2 ES↓PMR BAS;Picto BAES ULTRALED2 ES fleche PMR vers bas;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     58,54;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14640;PICTO ULTRA2 ES← PMR GAUCHE;Picto BAES ULTRALED2 ES fleche PMR vers gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     58,54;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14641;PICTO ULTRA2 ES→ PMR DROITE;Picto BAES ULTRALED2 ES fleche PMR vers droite;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;     58,54;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14643;10 ETIQ CONFORME EN3;"Planche 10 étiquettes ""Conforme à l'EN 3""";Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2; ;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Etiquette;P14769;25 ETIQ CONFORME EN1866-1;"Planche 25 étiquettes ""Conforme à l'EN 1866-1""";Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2; ;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Fixation;P09096;ACCROCHE MURAL POUR CHAINE; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     29,77;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Fixation;P0H867;CROCHET SUSPENSION (UNITE);Crochet de suspension;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Divers Signalétique;VS5;      1,74;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Fixation;P0SM03;AIMANT SUSP DIA16+CRO. F10KG;Aimant de suspension magnétique Ø16 - force 10Kg + crochet;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     12,81;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Fixation;P0SM04;LOT DE 2 AIMANTS POUR P0SM00;1 Sachet de 2 plots magnétiques avec 2 vis pour P0SM00;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     43,05;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Marqueur;P0D272;MARQUEUR NOIR MOYEN;Marqueur noir (pointe moyenne);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     12,03;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Marqueur;P0D273;MARQUEUR NOIR FIN;Marqueur noir (Pointe fine);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;      9,37;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Marqueur;P0D274;MARQUEUR ROUGE FIN;Marqueur rouge (pointe fine);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;      9,37;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;PAES;P0PA01;PAES INOX BRILLANT 800X600;PAES FINITION INOX BROSSE POUR PLAN A1 (800X600);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Plan;VS3;    819,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;PAES;P0PA02;PAES INOX BRILLANT 600X400;PAES FINITION INOX BROSSE POUR PLAN A2 600X400;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Plan;VS3;    762,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;PAES;P0PA03;PAES INOX BRILLANT 430X300;PAES FINITION INOX BROSSE POUR PLAN A3 430X300;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Plan;VS3;    570,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;4281702162;ETIQUETTE POUR PORTE CO2; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Etiquette;VS2;      7,23;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;4282115042;PANNEAU D'EMISSION PNEUMATIQUE; ;Article ouvert;Article stocké Pierrelaye; ;Oui; ;Vente Détection/Extinction;Accessoires extinction;VV1;    668,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P00503;PANNEAU PVC CLASSE FEU 'A';Panneau PVC 200x200 - Classe de feux A;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,77;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P00504;PANNEAU PVC CLASSE FEU'AB';Panneau PVC 200x200 - Classe de feux AB;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     13,38;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P00505;PAN. PVC CLASSE FEU BCO2;Panneau PVC 200x200 - Classe de feux B;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     13,38;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P00506;PANNEAU PVC CLASSE FEU'BC';Panneau PVC 200x200 - Classe de feux BC;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,77;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P00507;PAN. PVC CLASSE FEU 'ABC';Panneau PVC 200x200 - Classe de feux ABC;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     13,38;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P00508;PAN.PVC R.I.A. 300 X 300;Panneau PVC 300x300 - Symbole RIA;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P00512;PANNEAU PVC CLASSE FEU 'D';Panneau PVC 200x200 - Classe de feux D;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,77;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01027;PAN.PHOTOLUM PRIVE 20X10;Panneau PVC Photoluminescent 200x100 texte - Privé;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     48,34;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01138;PAN. NE RIEN STOCKER ICI;Panneau PVC 300x300 texte - Ne rien stocker ici;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01152;PAN.LOGO EXT+FLECHE GAUCHE;Panneau PVC 200x150 - Symbole extincteur + flèche gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01153;PAN.LOGO EXT+FLECHE DROITE;Panneau PVC 200x150 - Symbole extincteur + flèche droite;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01156;P. PVC BAC A SEL 200X80MM;Panneau PVC 200x80 - Bac à sel;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,04;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01157;P. PVC ABSORBANT 200X80MM;Panneau PVC 200x80 - Absorbant;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,04;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01182;P.PHOT.SORTIE DROITE HAND.;Panneau Photoluminescent 300x120 - Sortie droite Handicape;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     52,73;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01183;P.PHOT.SORTIE GAUCHE HAND.;Panneau photoluminescent 300x120 - Sortie gauche handicape;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     52,73;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01208;P. EN CAS INC. BRISE GLACE;Panneau PVC 150x150 - En cas d'incendie briser la glace;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01241;PAN PVC 140x180 M.E RIA DMFA;Panneau PVC 140x180 - Mode d'emploi RIA DMF-A;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     10,30;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01591;PAN. PVC EXTINCT.30X30 NFX;Panneau PVC 300x300 - Symbole Extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01592;PAN.PHOTOLUM EXT.20X20 NFX;Panneau PVC photolu. 200x200 - Symbole Extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     38,12;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01593;PANNEAU PVC EXTINCT. 20X20;Panneau PVC 200x200 - Symbole extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,04;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01614;P.LOGO DOUCHE SECUR. 20X20;Panneau PVC 200x200 - Symbole douche fixe;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     12,58;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01824;PAN.PHOT.I-D-S +FLEC.+P.B;Panneau PVC photolu. 300x120 - Sortie en bas;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01826;PAN.PHOT.I-D-S +FLEC. G/D;Panneau photolum. 200x200 - Issue de secours + flèche G/D;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     57,13;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01828;PAN.PHOT.I-D-S +FLEC.HB-GD;Panneau photoluminescent 300x120 picto - Sortie + flèche D/G;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01906;P.FLECHE BLANC./FOND ROUGE;Panneau PVC 200x200 - Direction équipement sécurité incendie;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     14,04;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01952;PANNEAU CHAUF GAZ 30 X 12;Panneau PVC 300x120 - Chaufferie gaz;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,77;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P01982;P.PHOTOLUM DESENFUMAGE;Panneau PVC photolu. 200x120 - Commande désenfumage;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     19,40;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P02006;P.DRAP.R/V LOGO EXT 30X30;Panneau drapeau alu laqué blanc 300x300 - Symbole extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     34,10;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P02067;PAN. CHAUF FIOUL 30 X 12;Panneau PVC 300x120 - Chaufferie fioul;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;      9,64;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P02073;P.DRAP.R/V LOGO EXT 40X40;Panneau drapeau alu laqué blanc 400x400 - Symbole extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     48,82;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P02074;PAN.INTERD. VEHIC. GPL B;Panneau PVC 350x230 - Interdiction véhicules GPL;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     36,78;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P03105;PAN.EXTINC.FEU FRITEUSE;Panneau PVC 200x200 - Classe de feux F;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,77;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P03345;PAN.600X600 ALU + RENFORT;Panneau alu. 600x600 - Point rassemblement (2 raidisseurs);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;    254,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P03830;PHOTOLUM EXT.DOUBLE 45X20;Panneau drapeau double alu laqué blanc photolu. - extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     50,15;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P03888;PAN. PHOT. R.I.A.;Panneau PVC photolu. 200x250 - Mode d'emploi RIA;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     24,74;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P03898;PAN. PHOT CIGARETTE BARREE;Panneau PVC photolu. 200x200 - Cigarette barrée;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,75;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P03908;PHOTOLUM INT.FLAM.GAZ-20CM;Panneau PVC photolu. 200x200 - Ne pas utiliser s/flamme gaz;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,75;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P03988;PAN.PHOT DANGER ELECTRIQUE;Panneau PVC photolu. 200x200 - Danger électrique;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,75;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04001;P.PVC CLASSE FEUX B 12CM;Panneau PVC 120x120 - Classe de feux B;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04002;P.PVC CLASSE FEUX A 12CM;Panneau PVC 120x120 - Classe de feux A;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04003;P.PVC CLASSE FEUXABC12CM;Panneau PVC 120x120 - Classe de feux ABC;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04004;P.PVC CLASSE FEUXAB 12CM;Panneau PVC 120x120 - Classe de feux AB;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     11,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04008;PAN. PHOT MAT.INFLAMMABLES;Panneau PVC photolu. 200x200 - Matières inflammables;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,75;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04058;PAN. PHOT. SORTIE GAUCHE;Panneau PVC photolu. 300x120 - Sortie à gauche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,75;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04068;PAN. PHOT. SORTIE DROITE;Panneau PVC photolu. 300x120 - Sortie à droite;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,75;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04088;PHOTOLUM SORTIE 30X12CM;Panneau PVC photolu. 300x120 - Sortie;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,75;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04098;PAN. PHOT. SORTIE SECOURS;Panneau PVC photolu. 300x120 - Sortie de secours;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     26,75;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04108;PAN. PHOT. COLONNE SECHE;Panneau PVC photolu. 200x100 - Colonne sèche;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     20,06;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04118;PAN. PHOT. CHAUFFERIE;Panneau PVC photolu. 200x100 - Chaufferie;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     20,06;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P04148;PAN. PHOT. R.I.A. DOUBLE;Panneau drapeau double photolu. 450x250 - Mode d'emploi RIA;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     49,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05008;PHOTOLUM EXTINCTEUR 15X5;Panneau photoluminescent 150x50 texte - Extincteur;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     12,58;; ;Unité;Unité;Unité; ; 
Catalogue produits;Signalisation;Panneau;P05317;PAN PVC 140X180 M.E RIA DMFB;Panneau PVC 140x180 - Mode d'emploi RIA DMF-B;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     17,38;; ;Unité;Unité;Unité; ; 
